,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb
212,3/17 Aberdeen Street," 350,000 ", Dec 2018,0," 113,000 ", Jun 1997, 270 , Apr 2013, 65 ,,0,0,0,Newtown
213,35 Grant Street," 777,000 ", 01 Dec 2018,1," 470,000 ", Jan 2015, 420 , Jan 2019, 677  ,  105 ,3,1,1,Newtown
214,1/35 Buckingham Road," 466,000 ", Nov 2018,0, ,, 410 , Feb 2019, 337 ,,3,1,2,Newtown
215,4/22 Percy Street," 890,000 ", Nov 2018,0, ,, 550 , Aug 2013, 309 ,,3,2,2,Newtown
216,1 Allen Street," 370,000 ", Nov 2018,0," 125,500 ", Jun 2001, 310 , Dec 2018, 208  ,  238 ,1,1,2,Newtown
217,45 Read Street," 1,030,000 ", 28 Nov 2018,1," 359,000 ", Jan 2008, 330 , Jul 2011, 578  ,  229 ,4,2,2,Newtown
218,15 Braemer Court," 590,000 ", Nov 2018,0, ,, ,, ,,0,0,0,Newtown
219,10 Shelley Avenue," 620,000 ", 24 Nov 2018,1, ,, ,, 529 ,,2,1,1,Newtown
220,86 Prospect Road," 1,515,000 ", Nov 2018,0," 653,000 ", Oct 2007, 295 , Jan 2005, 870  ,  220 ,3,2,1,Newtown
221,15 Braemar Court," 590,000 ", Nov 2018,0," 153,000 ", Sep 2001, 350 , Aug 2013, 576 ,,3,1,2,Newtown
222,3 Mervyn Street," 1,250,000 ", Nov 2018,0," 255,000 ", Mar 2005, ,, 566 ,,2,1,1,Newtown
223,16/199 Noble Street," 345,000 ", Nov 2018,0," 220,000 ", Oct 2009, 320 , Apr 2019, 104  ,  80 ,2,1,1,Newtown
224,5/16-18 West Fyans Street," 305,000 ", Nov 2018,0," 210,000 ", Feb 2009, 180 , Nov 2009, 81 ,,0,0,0,Newtown
225,1/304 Pakington Street," 635,000 ", Nov 2018,0," 415,000 ", May 2016, 400 , Nov 2017, 248  ,  125 ,2,1,2,Newtown
226,11 Aphrasia Street," 1,790,000 ", Nov 2018,0, ,, ,, 190 ,,5,2,2,Newtown
227,14 Mercer Parade," 1,325,000 ", Nov 2018,0," 147,500 ", Sep 1991, ,," 7,057 ",,6,4,2,Newtown
228,12 Chesterfield Court," 850,000 ", 15 Nov 2018,1," 205,000 ", Sep 1988, ,, 622 ,,5,2,2,Newtown
229,2/428 Latrobe Terrace," 295,000 ", Nov 2018,0," 165,000 ", Feb 2000, 350 , May 2019, 142 ,,0,0,0,Newtown
230,1B Carmichael Avenue," 835,000 ", Nov 2018,0," 242,000 ", Apr 2013, ,, 369 ,,0,0,0,Newtown
231,14 Churchill Avenue," 516,000 ", Nov 2018,0," 290,000 ", Mar 2011, ,, 392  ,  80 ,3,1,2,Newtown
232,110A Skene Street," 972,500 ", Nov 2018,0, ,, ,, ,,0,0,0,Newtown
233,100A Skene Street," 972,500 ", Nov 2018,0," 742,000 ", Mar 2015, ,, 291 ,,3,3,4,Newtown
234,84 Fairview Avenue," 1,810,000 ", Nov 2018,0," 1,250,001 ", May 2013, ,," 1,016  ",  316 ,5,3,2,Newtown
235,30 Fairmont Road," 1,250,000 ", 10 Nov 2018,1," 280,000 ", Nov 2013, ,, 647 ,,3,2,2,Newtown
236,85 Buckingham Road," 430,000 ", 10 Nov 2018,1," 282,000 ", Oct 2012, 350 , Apr 2019, 180  ,  67 ,0,0,0,Newtown
237,365 Shannon Avenue," 797,000 ", Nov 2018,0," 115,000 ", Sep 1990, ,, 697 ,,3,2,3,Newtown
238,20 Sharp Street," 812,500 ", 07 Nov 2018,1," 507,500 ", Jul 2012, 400 , Mar 2011, 296  ,  123 ,3,2,1,Newtown
239,384 Aberdeen Street," 742,000 ", 27 Oct 2018,1, ,, 400 , Oct 2013, 622 ,,3,1,2,Newtown
240,32 Laurel Bank Parade," 1,920,000 ", 27 Oct 2018,1, ,, ,, 510 ,,4,2,2,Newtown
241,19/54 Percy Street," 380,000 ", Oct 2018,0," 245,530 ", Apr 2013, 310 , Jan 2016, 75 ,,2,1,1,Newtown
242,1/46 Russell Street," 589,000 ", Oct 2018,0," 521,000 ", Feb 2017, 380 , Oct 2017, 282 ,,2,2,2,Newtown
243,1/71 Nicholas Street," 770,125 ", Oct 2018,0," 250,000 ", Aug 2006, 620 , Feb 2019, 261  ,  144 ,3,2,2,Newtown
244,7/28 Upper Skene Street," 354,000 ", 13 Oct 2018,1," 163,000 ", Nov 2004, ,, 69 ,,0,0,0,Newtown
245,32 William Street," 970,000 ", Oct 2018,0," 865,000 ", Apr 2017, 700 , Jan 2019, 494 ,,3,2,1,Newtown
246,25 Stinton Avenue," 1,280,000 ", Oct 2018,0," 515,000 ", Jul 2004, ,, 763 ,,4,2,2,Newtown
247,17 Austin Street," 945,000 ", 06 Oct 2018,1, ,, ,, 663 ,,3,1,1,Newtown
248,39 Bond Street," 1,000,000 ", Oct 2018,0," 135,000 ", Jul 1998, ,, 608 ,,4,2,1,Newtown
249,50 Buckingham Road," 595,000 ", Sep 2018,0," 234,000 ", Oct 2013, 400 , Dec 2019, 665 ,,3,1,3,Newtown
250,14 Daisy Street," 1,327,500 ", 22 Sep 2018,1," 350,000 ", May 2003, ,, 723 ,,0,0,0,Newtown
251,13 Huntingdon Street," 695,000 ", Sep 2018,0, ,, 300 , Nov 2018, 370 ,,2,1,2,Newtown
252,24 Sharp Street," 755,000 ", 15 Sep 2018,1," 600,000 ", Mar 2016, 415 , Dec 2010," 14,407  ",  118 ,3,2,1,Newtown
253,4 Sharp Street," 590,000 ", Sep 2018,0," 370,000 ", Apr 2011, 330 , Apr 2016, 256 ,,3,1,2,Newtown
254,2/28 Upper Skene Street," 320,000 ", Sep 2018,0," 56,000 ", Mar 1997, 300 , Dec 2018, 63 ,,0,0,0,Newtown
255,39 Sharp Street," 1,225,000 ", Sep 2018,0, ,, ,, 682 ,,4,3,2,Newtown
256,74 Saffron Street," 595,000 ", 08 Sep 2018,1," 336,000 ", Nov 2009, ,, 302  ,  85 ,2,1,1,Newtown
257,4/13-15 Glamis Street," 373,000 ", Sep 2018,0, ,, ,, 101 ,,2,1,1,Newtown
258,64 Russell Street," 1,080,000 ", Sep 2018,0," 175,000 ", Apr 2001, ,, 481 ,,5,2,2,Newtown
259,84 Saffron Street," 670,000 ", Aug 2018,0, ,, ,, 315 ,,2,1,2,Newtown
260,1/28 Mercer Parade," 1,700,000 ", Aug 2018,0, ,, ,, 411 ,,3,2,2,Newtown
261,130 Noble Street," 1,700,000 ", Aug 2018,0, ,, ,, 619 ,,5,3,2,Newtown
262,9A Fernery Grove," 965,000 ", Aug 2018,0, ,, ,, 296 ,,3,2,2,Newtown
263,31 Clarendon Street," 1,050,000 ", Aug 2018,0," 725,500 ", Jul 2017, ,, 419 ,,3,2,2,Newtown
264,2/130 West Fyans Street," 450,000 ", Aug 2018,0," 129,950 ", Feb 2000, 350 , Oct 2018, 215 ,,2,1,1,Newtown
265,1 Ascot (Cnr Mercer Prd) Street," 1,880,000 ", Aug 2018,0, ,, ,, ,,4,2,4,Newtown
266,266 Latrobe Terrace," 495,000 ", Aug 2018,0," 400,000 ", Apr 2015, ,, 299 ,,2,1,2,Newtown
267,2/2a Skene Street," 305,000 ", Aug 2018,0," 194,000 ", Aug 2007, 250 , Jan 2017," 1,121 ",,0,0,0,Newtown
268,3/12 Balcombe Road," 660,000 ", Aug 2018,0," 195,000 ", Dec 2013, ,, 269 ,,3,2,1,Newtown
269,16 Riversdale Road," 657,000 ", 11 Aug 2018,1," 222,500 ", Aug 2004, ,, 590 ,,2,1,1,Newtown
270,8a Fernery Grove," 1,345,000 ", 11 Aug 2018,1," 1,030,000 ", Mar 2010, ,, ,,4,2,2,Newtown
271,11/94 Aphrasia Street," 239,100 ", Aug 2018,0," 160,000 ", May 2007, 190 , Oct 2015, 45 ,,0,0,0,Newtown
272,3/34 Nicholas Street," 540,000 ", Aug 2018,0," 185,000 ", Jun 2001, ,, 272 ,,0,0,0,Newtown
273,15 Cairns Avenue," 805,000 ", 30 Jul 2018,1, ,, ,, 490 ,,3,2,3,Newtown
274,450 Latrobe Terrace," 800,000 ", Jul 2018,0, ,, ,, 403 ,,4,2,2,Newtown
275,2/67 Nicholas Street," 712,000 ", Jul 2018,0," 660,000 ", Mar 2017, ,, 273 ,,0,0,0,Newtown
276,97 Nicholas Street," 440,000 ", Jul 2018,0, ,, ,, 84  ,  39 ,0,0,0,Newtown
277,3a Bosanquet Avenue," 880,000 ", Jul 2018,0, ,, ,, 413 ,,3,2,2,Newtown
278,9B Fernery Grove," 950,000 ", Jul 2018,0, ,, ,, 248 ,,3,2,2,Newtown
279,109 Aphrasia Street," 1,500,000 ", 07 Jul 2018,1," 507,000 ", May 2012, ,, 583 ,,4,2,2,Newtown
280,30 Chester Street," 842,000 ", Jul 2018,0," 313,500 ", Nov 2008, 550 , May 2016, 602 ,,3,2,2,Newtown
281,5 Craigie Road," 600,000 ", Jun 2018,0, ,, ,, 689 ,,3,1,2,Newtown
282,69 Buckingham ROAD," 685,000 ", Jun 2018,0," 430,000 ", Dec 2013, ,, 690 ,,3,1,2,Newtown
283,29 Camden Road," 675,000 ", Jun 2018,0, ,, ,, 789 ,,3,1,2,Newtown
284,292A Pakington Street," 900,000 ", Jun 2018,0," 400,000 ", Jun 2009, 550 , Nov 2015, 532  ,  173 ,4,2,2,Newtown
285,109 Skene Street," 870,000 ", Jun 2018,0," 215,000 ", Oct 1994, ,, 530 ,,4,2,3,Newtown
286,17/54 Percy Street," 392,500 ", Jun 2018,0, ,, 310 , Oct 2016, 90 ,,2,1,1,Newtown
287,23 Austin Street," 1,020,000 ", Jun 2018,0," 250,000 ", Sep 1997, ,," 1,723 ",,0,0,0,Newtown
288,52 Fairview Avenue," 1,700,000 ", Jun 2018,0, ,, ,," 1,115 ",,4,2,1,Newtown
289,29 Glens Road," 365,000 ", Jun 2018,0," 320,000 ", Dec 2015, ,," 8,498 ",,3,1,6,Newtown
290,32 Belfast Street," 1,115,000 ", Jun 2018,0," 203,000 ", Mar 2000, ,, 709  ,  187 ,4,2,2,Newtown
291,158 Skene Street," 970,000 ", Jun 2018,0," 870,000 ", Nov 2012, ,, 396 ,,3,2,2,Newtown
292,59 Buckingham Road," 700,000 ", 16 Jun 2018,1, ,, 380 , Sep 2019, 697 ,,3,1,1,Newtown
293,53 Virginia Street," 1,300,000 ", Jun 2018,0," 128,750 ", Dec 1983, 495 , Aug 2018, 537 ,,3,2,1,Newtown
294,17 Retreat Road," 2,400,000 ", Jun 2018,0," 1,550,000 ", Jul 2014, ,, 718  ,  258 ,4,2,1,Newtown
295,61 Buckingham Road," 725,000 ", Jun 2018,0," 450,000 ", Sep 2015, 300 , Apr 2016, 688 ,,3,2,2,Newtown
296,1/26 Mercer Parade," 2,075,000 ", Jun 2018,0," 1,550,000 ", Feb 2000, ,, 447  ,  253 ,0,0,0,Newtown
