,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb
209,195 Hope Street," 585,000 ", Oct 2018,0," 381,000 ", Apr 2012, ,, 322 ,,2,1,1,Geelong West
210,1 Elizabeth Street," 545,000 ", Oct 2018,0, ,, ,, 447 ,,3,1,2,Geelong West
211,58 Britannia Street," 715,000 ", Oct 2018,0, ,, ,, 265 ,,3,2,1,Geelong West
212,118 Elizabeth Street," 493,000 ", 13 Oct 2018,1, ,, ,, 513 ,,3,1,1,Geelong West
213,43 Maitland Street," 745,000 ", 13 Oct 2018,1," 420,000 ", May 2012, 350 , Aug 2018, 630  ,  103 ,3,1,1,Geelong West
214,32 McDougall Street," 830,000 ", 11 Oct 2018,1," 506,000 ", Sep 2012, 475 , Sep 2019, 350  ,  132 ,3,2,0,Geelong West
215,2/54 Albert Street," 285,000 ", 10 Oct 2018,1," 133,000 ", Mar 2003, ,, 86 ,,0,0,0,Geelong West
216,44 McDougall Street," 633,000 ", Oct 2018,0," 365,000 ", Mar 2013, 440 , Sep 2016, 324  ,  95 ,3,3,1,Geelong West
217,11 Wellington Street," 520,000 ", Sep 2018,0," 237,500 ", Apr 2005, 650 , Sep 2019, 417 ,,3,1,2,Geelong West
218,1/41 Clarence Street," 390,000 ", Sep 2018,0," 228,000 ", Feb 2013, 340 , Oct 2018, 71 ,,0,0,0,Geelong West
219,2/122 Clarence Street," 470,000 ", Sep 2018,0," 365,000 ", Jul 2011, 330 , Feb 2012, 246 ,,2,1,2,Geelong West
220,56 Britannia Street," 539,000 ", Sep 2018,0," 211,200 ", Jan 2007, 600 , Jun 2020, 238 ,,1,1,4,Geelong West
221,12 Maitland Street," 1,300,000 ", 22 Sep 2018,1," 132,000 ", Sep 1992, 750 , Nov 2019, 842 ,,2,2,1,Geelong West
222,23 Candover Street," 765,000 ", 22 Sep 2018,1," 471,000 ", Dec 2016, 240 , Apr 2009, 451  ,  97 ,3,2,0,Geelong West
223,3 Petrel Street," 620,000 ", Sep 2018,0," 150,000 ", May 2000, ,, 201 ,,5,3,4,Geelong West
224,19 Eureka Street," 780,000 ", Sep 2018,0," 405,000 ", Nov 2007, 500 , Jan 2019, 551 ,,3,1,2,Geelong West
225,160 Autumn Street," 650,000 ", Sep 2018,0," 366,000 ", Mar 2013, ,, 399  ,  132 ,3,1,1,Geelong West
226,23 Waterloo Street," 690,000 ", Sep 2018,0, ,, ,, 495 ,,4,1,1,Geelong West
227,8 Coquette Street," 1,300,000 ", Sep 2018,0," 845,000 ", Jun 2014, 550 , Dec 2011, 557  ,  172 ,4,2,2,Geelong West
228,92 Isabella Street," 685,000 ", Sep 2018,0," 524,000 ", Feb 2016, 440 , Oct 2013, 604  ,  193 ,4,2,4,Geelong West
229,11 Preston Street," 755,000 ", Sep 2018,0," 380,000 ", Mar 2007, ,, 347 ,,4,1,2,Geelong West
230,18 Waterloo Street," 485,000 ", 08 Sep 2018,1," 330,000 ", May 2012, 220 , Oct 2007, 257  ,  65 ,4,1,1,Geelong West
231,29 Spring Street," 620,000 ", Sep 2018,0," 482,500 ", Jun 2015, 450 , Dec 2016, 136 ,,3,2,1,Geelong West
232,20 Avon Street," 781,000 ", 01 Sep 2018,1," 415,000 ", May 2014, ,, 363  ,  110 ,3,1,2,Geelong West
233,39 Lawton Avenue," 936,000 ", 25 Aug 2018,1," 315,000 ", Nov 2003, 450 , Nov 2019, 406 ,,4,1,1,Geelong West
234,25 Ann Street," 900,000 ", 18 Aug 2018,1," 168,000 ", Mar 2002, 495 , Jun 2014, 661 ,,2,2,1,Geelong West
235,50 Wellington Street," 722,000 ", 18 Aug 2018,1," 330,000 ", Mar 2013, 420 , Oct 2017, 338 ,,2,1,1,Geelong West
236,28a Lawton Avenue," 1,030,000 ", 18 Aug 2018,1," 710,000 ", May 2014, ,, 405  ,  143 ,3,2,1,Geelong West
237,72 Aberdeen Street," 865,000 ", Aug 2018,0," 760,000 ", Feb 2017, ,, 828 ,,3,1,4,Geelong West
238,11 Quaich Lane," 600,000 ", Aug 2018,0," 450,000 ", Jun 2011, 400 , Dec 2017, 193 ,,2,1,1,Geelong West
239,44 Crofton Street," 605,000 ", 11 Aug 2018,1," 91,000 ", Jan 1997, 420 , Nov 2017, 390 ,,4,1,1,Geelong West
240,6 Mowat Street," 715,000 ", Aug 2018,0," 575,500 ", Dec 2011, 490 , Nov 2016, 300  ,  176 ,3,2,2,Geelong West
241,28 Wellington Street," 980,000 ", 28 Jul 2018,1, ,, 350 , Nov 2008, 560 ,,3,2,1,Geelong West
242,54 Mcdougall Street," 750,000 ", Jul 2018,0," 195,000 ", Aug 2002, ,, 288  ,  130 ,3,2,1,Geelong West
243,41 French Street," 590,000 ", Jul 2018,0," 190,000 ", May 2002, 270 , Oct 2008, 390  ,  112 ,4,2,1,Geelong West
244,16 Addis Street," 750,000 ", 14 Jul 2018,1," 471,000 ", Jul 2011, 310 , Aug 2016, 715 ,,2,1,1,Geelong West
245,20 John Street," 800,000 ", Jul 2018,0," 391,000 ", Jun 2008, 520 , Jul 2020, 600  ,  121 ,3,1,2,Geelong West
246,5 Hector Street," 645,000 ", Jul 2018,0," 375,000 ", Feb 2010, 260 , Jan 2008, 379 ,,3,1,2,Geelong West
247,18 Wellington Street," 760,000 ", Jul 2018,0," 352,150 ", Dec 2007, ,, 409 ,,4,1,1,Geelong West
248,18 Lupton Street," 691,000 ", Jul 2018,0, ,, ,, 505 ,,3,1,5,Geelong West
249,49 French Street," 545,000 ", Jul 2018,0," 247,000 ", Aug 2003, 300 , Oct 2017, 260 ,,3,1,0,Geelong West
250,12 Avon Street," 760,000 ", Jul 2018,0," 440,000 ", Jan 2013, 420 , Aug 2015, 364  ,  107 ,2,2,1,Geelong West
251,76 Elizabeth Street," 585,500 ", Jul 2018,0, ,, ,, 525 ,,3,1,1,Geelong West
252,23 Crofton Street," 660,000 ", Jul 2018,0," 401,000 ", Dec 2012, ,, 409  ,  96 ,3,1,1,Geelong West
253,108 Britannia Street," 810,000 ", Jul 2018,0," 397,000 ", Jun 2015, 655 , Nov 2019, 491  ,  97 ,3,2,2,Geelong West
254,17 Maitland Street," 639,000 ", Jul 2018,0," 140,000 ", Dec 2001, 450 , Sep 2018, 322  ,  117 ,3,1,1,Geelong West
255,1/6 Ann Street," 520,000 ", Jun 2018,0," 295,000 ", Aug 2013, 290 , Jul 2016, 251  ,  102 ,3,2,1,Geelong West
256,7 Hector Street," 835,000 ", Jun 2018,0," 317,500 ", May 2015, 590 , Aug 2018, 375 ,,3,2,1,Geelong West
257,27 Waratah Street," 1,300,000 ", Jun 2018,0," 975,000 ", Dec 2015, ,, 377 ,,4,3,2,Geelong West
258,36 Ann Street," 765,000 ", Jun 2018,0," 615,000 ", Nov 2013, 420 , Mar 2013, 445  ,  152 ,4,3,2,Geelong West
259,3 Thomas Street," 640,000 ", Jun 2018,0, ,, ,, 328 ,,3,1,2,Geelong West
260,15 Gertrude Street," 862,500 ", 16 Jun 2018,1, ,, ,, 431 ,,3,1,1,Geelong West
261,107 Clarence Street," 1,200,000 ", Jun 2018,0," 700,000 ", Sep 2011, 265 , Mar 2010, 525  ,  208 ,3,2,2,Geelong West
262,91 Isabella Street," 745,000 ", Jun 2018,0," 485,000 ", Jul 2014, ,, 458  ,  134 ,3,1,1,Geelong West
263,23 Addis Street," 800,000 ", Jun 2018,0," 225,000 ", Jul 2004, 500 , Dec 2018, 487 ,,3,2,2,Geelong West
264,1/2 Bowlers Avenue," 427,000 ", Jun 2018,0, ,, 340 , Jul 2018, 149 ,,2,1,1,Geelong West
265,22 Anglesea Terrace," 566,000 ", Jun 2018,0," 282,000 ", Dec 2003, 340 , Sep 2016, 150  ,  111 ,2,2,1,Geelong West
266,49 Church Street," 550,000 ", Jun 2018,0," 250,000 ", Jul 2010, 240 , Nov 2010, 452 ,,5,1,2,Geelong West
267,3/17 Halstead Place," 428,000 ", May 2018,0, ,, ,," 1,391 ",,0,0,0,Geelong West
268,32 Elizabeth Street," 650,000 ", May 2018,0," 50,000 ", Nov 1984, ,, 313 ,,3,2,2,Geelong West
269,3/35 Spring Street," 550,000 ", May 2018,0," 372,500 ", Jul 2008, 375 , May 2017, 96 ,,0,0,0,Geelong West
270,9A Britannia Street," 600,000 ", May 2018,0," 82,000 ", Apr 1994, ,, 565 ,,4,1,2,Geelong West
271,22 Hector Street," 561,000 ", 19 May 2018,1," 260,000 ", Jun 2007, 350 , Jul 2020, 571  ,  150 ,3,1,1,Geelong West
272,10 Aberdeen Street," 961,000 ", May 2018,0," 575,500 ", Feb 2000," 7,000 ", Oct 2016, 548  ,  60 ,0,0,0,Geelong West
273,8/19 Candover Street," 295,000 ", May 2018,0," 203,000 ", Nov 2012, ,, 48 ,,1,1,1,Geelong West
274,32 Elizabeth St Street," 650,000 ", May 2018,0, ,, ,, ,,0,0,0,Geelong West
275,42 Elizabeth Street," 890,000 ", May 2018,0," 629,000 ", Aug 2013, ,, 535 ,,4,2,6,Geelong West
276,35 Maitland Street," 742,500 ", May 2018,0, ,, ,, 586 ,,4,1,2,Geelong West
277,9 Ann Street," 800,000 ", May 2018,0, ,, 470 , Jun 2018, 547 ,,3,1,2,Geelong West
278,148 Hope Street," 690,000 ", May 2018,0," 310,000 ", Jul 2012, 390 , Sep 2018, 272  ,  102 ,2,1,1,Geelong West
279,2A Aberdeen Street," 980,000 ", 11 May 2018,1," 135,000 ", Oct 1997, ,, 552  ,  250 ,0,0,0,Geelong West
280,1 Pizer Street," 660,000 ", May 2018,0," 260,000 ", Jan 2006, 220 , Feb 2005, 241 ,,3,1,1,Geelong West
281,7 Hope Street," 757,500 ", May 2018,0," 480,000 ", Jun 2011, 450 , Jan 2016, 327  ,  134 ,3,1,1,Geelong West
282,179 Hope Street," 610,000 ", May 2018,0, ,, ,, 447 ,,3,1,1,Geelong West
283,18 John Street," 672,000 ", Apr 2018,0, ,, ,, 550 ,,3,1,2,Geelong West
284,1/18 Clonard Avenue," 680,000 ", Apr 2018,0, ,, ,, 213 ,,4,2,2,Geelong West
285,138A Hope Street," 575,000 ", Apr 2018,0," 250,000 ", Mar 2009, 320 , May 2016, 269 ,,3,1,1,Geelong West
286,3/151-153 Hope Street," 706,000 ", Apr 2018,0," 450,000 ", Sep 2010, 480 , Mar 2019, 203 ,,0,0,0,Geelong West
287,15 Anglesea Terrace," 550,000 ", Apr 2018,0," 66,500 ", May 1991, 400 , Nov 2018, 242 ,,2,1,1,Geelong West
288,50 Mcdougall Street," 550,000 ", Apr 2018,0," 330,000 ", Apr 2008, 410 , Jul 2018, 430 ,,3,1,1,Geelong West
289,73 Spring Street," 625,000 ", Apr 2018,0," 370,000 ", Apr 2014, 465 , Jun 2018, 209  ,  62 ,2,1,4,Geelong West
290,94 Isabella Street," 745,000 ", 21 Apr 2018,1," 67,000 ", Jan 1997, ,, 593 ,,3,2,1,Geelong West
291,1/107 Isabella Street," 248,000 ", Apr 2018,0," 184,000 ", May 2012, 250 , Sep 2019, 127 ,,0,0,0,Geelong West
292,20 Addis Street," 1,100,000 ", Apr 2018,0," 1,005,000 ", Apr 2017, ,, 700  ,  275 ,4,2,2,Geelong West
293,3/48 Clonard Avenue," 245,000 ", Apr 2018,0," 107,000 ", Apr 2006, 245 , May 2018, 47 ,,0,0,0,Geelong West
294,33 Elizabeth Street," 640,000 ", 14 Apr 2018,1," 445,000 ", Aug 2015, 310 , Feb 2016, 451  ,  131 ,3,1,2,Geelong West
295,2 Cross Street," 652,500 ", Apr 2018,0," 321,000 ", Mar 2007, ,, 214  ,  115 ,2,2,1,Geelong West
296,24 Maitland Street," 840,000 ", Apr 2018,0," 330,000 ", Jul 2008, 260 , Sep 2007, 391  ,  130 ,4,2,3,Geelong West
297,17 Church Street," 460,000 ", Apr 2018,0, ,, 345 , Jan 2015, 226 ,,2,2,1,Geelong West
298,1/131 Church Street," 325,000 ", Apr 2018,0," 275,000 ", Jun 2011, 295 , Jan 2016," 1,120 ",,0,0,0,Geelong West
299,14A Waterloo Street," 490,000 ", Mar 2018,0," 212,500 ", Sep 2006, 270 , Nov 2015, 241  ,  93 ,3,1,2,Geelong West
