STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,6/08/2019,0.01,",,a",58,",,a",46,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,7/08/2019,0.02,",,a",56,",,a",46,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,8/08/2019,0.43,",,a",54,",,a",42,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,9/08/2019,0.06,",,a",49,",,a",44,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,10/08/2019,0.25,",,a",55,",,a",38,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,11/08/2019,0.42,",,a",56,",,a",39,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,12/08/2019,0.31,",,a",55,",,a",40,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,13/08/2019,0,",,a",56,",,a",44,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,14/08/2019,0,",,a",58,",,a",46,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,15/08/2019,0,",,a",62,",,a",38,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,16/08/2019,0.01,",,a",63,",,a",48,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,17/08/2019,0.06,",,a",58,",,a",41,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,18/08/2019,0,",,a",64,",,a",43,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,19/08/2019,0.09,",,a",54,",,a",40,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,20/08/2019,0.02,",,a",59,",,a",44,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,21/08/2019,0,",,a",61,",,a",51,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,22/08/2019,0.01,",,a",57,",,a",45,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,23/08/2019,0,",,a",62,",,a",33,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,24/08/2019,0,",,a",68,",,a",40,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,25/08/2019,0.04,",,a",55,",,a",40,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,26/08/2019,0.02,",,a",59,",,a",38,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,27/08/2019,0,",,a",60,",,a",36,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,28/08/2019,0,",,a",55,",,a",42,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,29/08/2019,0.11,",,a",55,",,a",38,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,30/08/2019,0,",,a",55,",,a",32,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,31/08/2019,0.01,",,a",67,",,a",32,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,1/09/2019,0,",,a",70,",,a",50,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,2/09/2019,0,",,a",61,",,a",45,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,3/09/2019,0.02,",,a",68,",,a",41,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,4/09/2019,0,",,a",66,",,a",39,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,5/09/2019,0.03,",,a",63,",,a",43,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,6/09/2019,0.02,",,a",59,",,a",48,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,7/09/2019,0.03,",,a",56,",,a",45,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,8/09/2019,0.03,",,a",58,",,a",41,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,9/09/2019,0.08,",,a",56,",,a",42,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,10/09/2019,0.01,",,a",61,",,a",40,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,11/09/2019,0.01,",,a",69,",,a",36,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,12/09/2019,0,",,a",69,",,a",52,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,13/09/2019,0,",,a",63,",,a",42,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,14/09/2019,0,",,a",66,",,a",41,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,15/09/2019,0.01,",,a",70,",,a",53,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,16/09/2019,0.32,",,a",56,",,a",44,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,17/09/2019,0.02,",,a",56,",,a",37,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,18/09/2019,0,",,a",62,",,a",35,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,19/09/2019,0,",,a",76,",,a",38,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,20/09/2019,0,",,a",80,",,a",60,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,21/09/2019,0,",,a",67,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,22/09/2019,0.02,",,a",61,",,a",40,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,23/09/2019,0.02,",,a",61,",,a",46,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,24/09/2019,0.05,",,a",60,",,a",40,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,25/09/2019,0,",,a",64,",,a",43,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,26/09/2019,0.01,",,a",65,",,a",40,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,27/09/2019,0,",,a",69,",,a",49,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,28/09/2019,0.02,",,a",61,",,a",38,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,29/09/2019,0,",,a",61,",,a",47,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,30/09/2019,0,",,a",60,",,a",44,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,1/10/2019,0,",,a",69,",,a",33,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,2/10/2019,0,",,a",83,",,a",35,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,3/10/2019,0,",,a",83,",,a",46,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,4/10/2019,0,",,a",59,",,a",52,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,5/10/2019,0.1,",,a",76,",,a",45,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,6/10/2019,0.01,",,a",75,",,a",53,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,7/10/2019,0.02,",,a",63,",,a",46,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,8/10/2019,,,59,",,a",46,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,9/10/2019,0.09,",,a",60,",,a",44,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,10/10/2019,0.01,",,a",62,",,a",43,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,11/10/2019,0,",,a",65,",,a",43,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,12/10/2019,0,",,a",66,",,a",50,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,13/10/2019,0,",,a",78,",,a",41,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,14/10/2019,0.05,",,a",76,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,15/10/2019,0.01,",,a",67,",,a",52,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,16/10/2019,0.01,",,a",72,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,17/10/2019,0.41,",,a",62,",,a",46,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,18/10/2019,0,",,a",71,",,a",41,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,19/10/2019,0.03,",,a",61,",,a",44,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,20/10/2019,0.04,",,a",63,",,a",47,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,21/10/2019,0.01,",,a",64,",,a",50,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,22/10/2019,0,",,a",67,",,a",51,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,23/10/2019,0,",,a",81,",,a",38,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,24/10/2019,0,",,a",95,",,a",46,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,25/10/2019,0,",,a",75,",,a",58,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,26/10/2019,0.02,",,a",63,",,a",48,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,27/10/2019,0.04,",,a",67,",,a",48,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,28/10/2019,0.05,",,a",69,",,a",41,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,29/10/2019,0.01,",,a",89,",,a",38,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,30/10/2019,0,",,a",80,",,a",50,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,31/10/2019,0,",,a",96,",,a",50,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,1/11/2019,0,",,a",96,",,a",57,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,2/11/2019,0.45,",,a",68,",,a",59,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,3/11/2019,0.29,",,a",67,",,a",50,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,4/11/2019,0.13,",,a",62,",,a",44,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,5/11/2019,0.28,",,a",68,",,a",40,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,6/11/2019,0,",,a",75,",,a",51,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,7/11/2019,0,",,a",65,",,a",50,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,8/11/2019,0.29,",,a",58,",,a",50,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,9/11/2019,0.36,",,a",59,",,a",42,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,10/11/2019,0.02,",,a",64,",,a",51,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,11/11/2019,0,",,a",87,",,a",44,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,12/11/2019,0.01,",,a",64,",,a",51,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,13/11/2019,0.01,",,a",66,",,a",45,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,14/11/2019,0.01,",,a",72,",,a",52,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,15/11/2019,0.01,",,a",67,",,a",53,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,16/11/2019,0.01,",,a",65,",,a",41,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,17/11/2019,0,",,a",63,",,a",50,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,18/11/2019,0,",,a",83,",,a",42,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,19/11/2019,0,",,a",68,",,a",47,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,20/11/2019,0,",,a",92,",,a",52,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,21/11/2019,0,",,a",107,",,a",59,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,22/11/2019,0,",,a",68,",,a",49,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,23/11/2019,0,",,a",76,",,a",47,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,24/11/2019,0,",,a",71,",,a",43,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,25/11/2019,0,",,a",84,",,a",43,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,26/11/2019,0.02,",,a",63,",,a",51,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,27/11/2019,0.09,",,a",80,",,a",41,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,28/11/2019,0,",,a",71,",,a",50,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,29/11/2019,0,",,a",71,",,a",50,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,30/11/2019,0.08,",,a",66,",,a",47,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,1/12/2019,0.05,",,a",63,",,a",51,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,2/12/2019,0.16,",,a",62,",,a",46,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,3/12/2019,0,",,a",71,",,a",49,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,4/12/2019,0.01,",,a",75,",,a",51,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,5/12/2019,0,",,a",76,",,a",51,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,6/12/2019,0,",,a",70,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,7/12/2019,0,",,a",75,",,a",46,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,8/12/2019,0,",,a",80,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,9/12/2019,0,",,a",104,",,a",52,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,10/12/2019,0.01,",,a",66,",,a",57,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,11/12/2019,0,",,a",66,",,a",55,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,12/12/2019,0,",,a",68,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,13/12/2019,0,",,a",72,",,a",47,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,14/12/2019,0,",,a",70,",,a",56,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,15/12/2019,0,",,a",74,",,a",58,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,16/12/2019,0,",,a",71,",,a",50,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,17/12/2019,0,",,a",84,",,a",48,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,18/12/2019,0,",,a",109,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,19/12/2019,0,",,a",76,",,a",61,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,20/12/2019,0,",,a",114,",,a",52,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,21/12/2019,0,",,a",73,",,a",62,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,22/12/2019,0,",,a",69,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,23/12/2019,0,",,a",72,",,a",53,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,24/12/2019,0,",,a",75,",,a",57,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,25/12/2019,0,",,a",85,",,a",58,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,26/12/2019,0,",,a",73,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,27/12/2019,0,",,a",80,",,a",57,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,28/12/2019,0,",,a",87,",,a",60,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,29/12/2019,0,",,a",94,",,a",60,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,30/12/2019,0,",,a",112,",,a",62,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,31/12/2019,0.06,",,a",73,",,a",58,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,1/01/2020,0,",,a",80,",,a",49,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,2/01/2020,0,",,a",77,",,a",51,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,3/01/2020,0,",,a",88,",,a",51,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,4/01/2020,0,",,a",83,",,a",60,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,5/01/2020,0,",,a",64,",,a",53,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,6/01/2020,0,",,a",65,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,7/01/2020,0,",,a",69,",,a",58,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,8/01/2020,0,",,a",77,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,9/01/2020,0,",,a",88,",,a",60,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,10/01/2020,0,",,a",92,",,a",63,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,11/01/2020,0.01,",,a",69,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,12/01/2020,0,",,a",70,",,a",53,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,13/01/2020,0,",,a",91,",,a",51,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,14/01/2020,0,",,a",89,",,a",59,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,15/01/2020,0,",,a",98,",,a",62,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,16/01/2020,1.94,",,a",70,",,a",61,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,17/01/2020,0.01,",,a",68,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,18/01/2020,0,",,a",80,",,a",61,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,19/01/2020,0,",,a",81,",,a",58,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,20/01/2020,0,",,a",72,",,a",63,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,21/01/2020,0.02,",,a",76,",,a",55,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,22/01/2020,0,",,a",91,",,a",55,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,23/01/2020,1.46,",,a",72,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,24/01/2020,0.04,",,a",76,",,a",51,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,25/01/2020,0,",,a",83,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,26/01/2020,0,",,a",75,",,a",57,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,27/01/2020,0,",,a",73,",,a",53,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,28/01/2020,0,",,a",76,",,a",53,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,29/01/2020,0,",,a",81,",,a",56,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,30/01/2020,0,",,a",105,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,31/01/2020,0,",,a",112,",,a",63,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,1/02/2020,0.02,",,a",80,",,a",73,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,2/02/2020,0.07,",,a",77,",,a",57,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,3/02/2020,0.01,",,a",65,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,4/02/2020,0.01,",,a",66,",,a",51,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,5/02/2020,0,",,a",68,",,a",53,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,6/02/2020,0,",,a",76,",,a",58,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,7/02/2020,0,",,a",71,",,a",62,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,8/02/2020,0,",,a",82,",,a",63,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,9/02/2020,0,",,a",78,",,a",67,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,10/02/2020,0,",,a",78,",,a",66,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,11/02/2020,0.01,",,a",76,",,a",65,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,12/02/2020,0.01,",,a",78,",,a",64,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,13/02/2020,0,",,a",83,",,a",65,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,14/02/2020,0,",,a",78,",,a",66,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,15/02/2020,0.93,",,a",66,",,a",65,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,16/02/2020,0.06,",,a",74,",,a",60,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,17/02/2020,0,",,a",77,",,a",61,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,18/02/2020,0.02,",,a",71,",,a",62,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,19/02/2020,0.75,",,a",67,",,a",56,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,20/02/2020,0.04,",,a",65,",,a",56,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,21/02/2020,0.01,",,a",67,",,a",55,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,22/02/2020,0,",,a",69,",,a",53,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,23/02/2020,0,",,a",85,",,a",53,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,24/02/2020,0,",,a",75,",,a",59,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,25/02/2020,0.43,",,a",83,",,a",62,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,26/02/2020,0,",,a",69,",,a",59,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,27/02/2020,0.01,",,a",68,",,a",45,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,28/02/2020,0,",,a",70,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,29/02/2020,0,",,a",72,",,a",53,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,1/03/2020,0,",,a",90,",,a",53,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,2/03/2020,0.11,",,a",64,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,3/03/2020,0,",,a",65,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,4/03/2020,0,",,a",69,",,a",54,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,5/03/2020,1.01,",,a",69,",,a",60,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,6/03/2020,0.17,",,a",67,",,a",59,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,7/03/2020,0,",,a",67,",,a",56,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,8/03/2020,0,",,a",71,",,a",59,",,a"
ASN00087113,"AVALON AIRPORT, AS",-38.0287,144.4783,10.6,9/03/2020,0,",,a",68,",,a",53,",,a"
