address,Suburb,Bedrooms,Toilets,Cars,Land Size SQM,Building Size SQM,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date
2-4 Wanders Way,Armstrong Creek,4,2,2,587,0,"$620,000 ",11-Jul-19,,,,,
126 Warralily Boulevard,Armstrong Creek,4,2,2,579,0,"$590,000 ",9-Apr-19,,,,,
128 Warralily Boulevard,Armstrong Creek,4,2,2,460,0,"$487,500 ",1-Jul-20,,,,,
164 Warralily Boulevard,Armstrong Creek,3,2,2,449,0,"$545,000 ",28-Jan-20,,,,,
180 Warralily Boulevard,Armstrong Creek,5,3,2,541,0,"$678,000 ",5-Jul-19,,,,,
189 Warralily Boulevard,Armstrong Creek,3,2,1,339,0,"$503,000 ",5-Feb-20,,,,,
191 Warralily Boulevard,Armstrong Creek,4,2,2,525,0,"$573,000 ",9-Feb-19,,,,,
193 Warralily Boulevard,Armstrong Creek,4,2,2,477,0,"$540,000 ",20-Aug-19,,,,,
200 Warralily Boulevard,Armstrong Creek,4,2,2,448,297.2897,"$525,000 ",3-Jul-19,,,,,
209 Warralily Boulevard,Armstrong Creek,4,2,2,448,232.2576,"$522,000 ",27-Feb-20,,,,,
2181 Warralily Boulevard,Armstrong Creek,4,2,3,544,0,"$615,000 ",8-Mar-20,,,,,
2209 Warralily Boulevard,Armstrong Creek,4,2,2,447,0,"$685,000 ",21-Feb-20,,,,,
3 Whitehaven Chase,Armstrong Creek,3,2,2,314,0,"$460,000 ",17-Jan-20,,,,,
13 Whitfords Drive,Armstrong Creek,4,2,2,393,0,"$496,500 ",16-May-19,,,,,
26-28 Wild Oak Avenue,Armstrong Creek,3,2,2,462,0,"$558,000 ",16-Jul-20,,,,,
35 Wild Oak Avenue,Armstrong Creek,4,2,2,616,0,"$575,000 ",16-Sep-19,,,,,
11 Wynn Avenue,Armstrong Creek,5,2,2,476,399.4831,"$325,000 ",13-Mar-19,,,,,
7 Yellowbox Avenue,Armstrong Creek,4,2,2,412,241.54,"$595,000 ",7-Apr-20,,,,,
9 Yellowbox Avenue,Armstrong Creek,4,2,2,458,0,"$577,500 ",21-Feb-19,,,,,
