,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
7429,3409173.0,T20140000717,ABS to receive accident,Finished,11/1/2014,09.55.00,No,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,266703.0,144.34111000000001,-38.12258,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2442222.92,2375217.866,4.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,3.0,1.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
7432,3409176.0,T20140000723,ABS to receive accident,Finished,12/1/2014,07.25.00,Yes,Collision with vehicle,Sunday,U TURN,Yes,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,266223.0,144.32505,-38.12896,Intersection,GEELONG,SOUTH WESTERN REGION,2440819.639,2374500.308,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
7479,3409223.0,T20140000746,ABS to receive accident,Finished,12/1/2014,16.30.00,Yes,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Cross intersection,Other injury accident,70 km/hr,No,252842.0,144.35263,-38.12314,Intersection,GEELONG,SOUTH WESTERN REGION,2443233.115,2375163.124,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,1.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
7547,3409291.0,T20140001172,ABS to receive accident,Finished,19/1/2014,01.12.00,Yes,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60 km/hr,No,49929.0,144.34713,-38.14676,Intersection,GEELONG,SOUTH WESTERN REGION,2442768.5840000003,2372537.518,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undiv,Country
7585,3409329.0,T20140000789,ABS to receive accident,Finished,13/1/2014,09.30.00,No,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,50114.0,144.3244,-38.17152,Intersection,GEELONG,SOUTH WESTERN REGION,2440795.724,2369775.648,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Country
7672,3409416.0,T20140000405,ABS to receive accident,Finished,7/1/2014,16.15.00,No,Collision with vehicle,Tuesday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,No,267113.0,144.53799999999998,-38.24555,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2459553.598,2361669.23,3.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
7702,3409446.0,T20140001242,ABS to receive accident,Finished,29/12/2013,17.00.00,Yes,Collision with vehicle,Sunday,LEFT TURN SIDESWIPE,No,Day,No,Not at intersection,Serious injury accident,80 km/hr,No,265903.0,144.44903,-38.173390000000005,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2451718.594,2369637.883,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,2.0,1.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Country
7711,3409455.0,T20130026927,ABS to receive accident,Finished,31/12/2013,15.15.00,No,Collision with vehicle,Tuesday,PULLING OUT -REAR END,No,Day,Yes,Not at intersection,Other injury accident,90 km/hr,No,266474.0,144.60641999999999,-38.13949,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2465495.0730000003,2373469.358,5.0,1.0,0.0,0.0,1.0,4.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
7774,3409518.0,T20140000447,ABS to receive accident,Finished,8/1/2014,12.37.00,No,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,270595.0,144.3587,-38.07314,Intersection,GEELONG,SOUTH WESTERN REGION,2443728.2169999997,2380715.71,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Country
7797,3409541.0,T20140000896,ABS to receive accident,Finished,14/1/2014,15.00.00,No,Collision with a fixed object,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,Yes,266225.0,144.42334,-38.167640000000006,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2449463.7709999997,2370263.1780000003,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Country
7827,3409571.0,T20140000467,ABS to receive accident,Finished,8/1/2014,16.00.00,No,Collision with vehicle,Wednesday,U TURN,No,Day,Yes,T intersection,Serious injury accident,80 km/hr,No,15450.0,144.39149,-38.25506,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2446734.481,2360541.772,3.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Country
7847,3409591.0,T20140000918,ABS to receive accident,Finished,15/1/2014,10.15.00,No,Collision with a fixed object,Wednesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,70 km/hr,Yes,273991.0,144.39346,-38.03883,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2446753.9469999997,2384544.537,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
7890,3409634.0,T20140000924,ABS to receive accident,Finished,15/1/2014,11.50.00,No,Collision with a fixed object,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,Yes,278658.0,144.32039,-38.105509999999995,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2440392.082,2377099.891,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,M,M,Freeway,Freeway,Divided,Div,Country
7965,3409709.0,T20140001387,ABS to receive accident,Finished,22/1/2014,12.45.00,No,Collision with vehicle,Wednesday,RIGHT REAR.,No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,36204.0,144.34806,-38.08675,Intersection,GEELONG,SOUTH WESTERN REGION,2442804.568,2379199.207,4.0,1.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
8003,3409747.0,T20140001000,ABS to receive accident,Finished,16/1/2014,12.06.00,No,Vehicle overturned (no collision),Wednesday,OUT OF CONTROL (OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,278659.0,144.29811,-38.17982,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2438498.891,2368837.089,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,1.0,0.0,LARGE_PROVINCIAL_CITIES,"RURAL_VICTORIA,LARGE_PROVINCIAL_CITIES",GEELONG,SOUTH WESTERN REGION,M,M,Freeway,Freeway,Divided,Div,Country
8143,3409887.0,T20140004870,ABS to receive accident,Finished,8/3/2014,16.00.00,Yes,Struck Pedestrian,Saturday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,50028.0,144.33305,-38.158229999999996,Intersection,GEELONG,SOUTH WESTERN REGION,2441543.54,2371255.915,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
8213,3409957.0,T20140005323,ABS to receive accident,Finished,14/3/2014,16.39.00,Yes,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,50178.0,144.35396,-38.1808,Intersection,GEELONG,SOUTH WESTERN REGION,2443393.1319999998,2368762.984,4.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Divided,"Div,Undiv",Country
8228,3409972.0,T20140006119,ABS to receive accident,Finished,3/9/2013,15.00.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Cross intersection,Other injury accident,Not known,No,48915.0,144.35593,-38.095259999999996,Intersection,GEELONG,SOUTH WESTERN REGION,2443502.057,2378259.536,3.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
8237,3409981.0,T20140006137,ABS to receive accident,Finished,22/3/2014,19.30.00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Dusk/Dawn,Yes,Cross intersection,Other injury accident,50 km/hr,No,49846.0,144.34993,-38.1321,Intersection,GEELONG,SOUTH WESTERN REGION,2443003.082,2374166.694,3.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
8240,3409984.0,T20140004911,ABS to receive accident,Finished,9/3/2014,12.50.00,No,Collision with vehicle,Sunday,RIGHT TURN SIDESWIPE,No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,225575.0,144.6514,-38.11483,Intersection,GEELONG,SOUTH WESTERN REGION,2469428.49,2376221.837,5.0,2.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,TOWNS,TOWNS,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Country
8294,3410038.0,T20140004940,ABS to receive accident,Finished,9/3/2014,22.15.00,Yes,Collision with vehicle,Sunday,RIGHT NEAR (INTERSECTIONS ONLY),Yes,Dark Street lights on,Yes,T intersection,Other injury accident,50 km/hr,No,72708.0,144.32478999999998,-38.200759999999995,Intersection,GEELONG,SOUTH WESTERN REGION,2440853.485,2366530.175,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Country
8310,3410054.0,T20140005367,ABS to receive accident,Finished,15/3/2014,07.05.00,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Cross intersection,Other injury accident,80 km/hr,Yes,71264.0,144.38998,-38.07036,Intersection,GEELONG,SOUTH WESTERN REGION,2446471.27,2381042.491,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
8363,3410107.0,T20140005390,ABS to receive accident,Finished,14/3/2014,17.45.00,Yes,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dusk/Dawn,Yes,T intersection,Serious injury accident,60 km/hr,No,266902.0,144.34693000000001,-38.15983,Intersection,GEELONG,SOUTH WESTERN REGION,2442761.015,2371086.102,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
8417,3410161.0,T20140005418,ABS to receive accident,Finished,15/3/2014,12.30.00,No,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,44469.0,144.35411000000002,-38.1617,Intersection,GEELONG,SOUTH WESTERN REGION,2443392.159,2370882.886,6.0,1.0,0.0,0.0,1.0,5.0,3.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,4.0,0.0,4.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
8474,3410218.0,T20140005850,ABS to receive accident,Finished,21/3/2014,15.13.00,No,Collision with vehicle,Friday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,70 km/hr,No,45881.0,144.35116000000002,-38.13341,Intersection,GEELONG,SOUTH WESTERN REGION,2443111.7569999998,2374022.119,4.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,Arterial Highway,Divided,Div,Country
8554,3410298.0,T20140005071,ABS to receive accident,Finished,11/3/2014,16.15.00,No,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,80 km/hr,No,49732.0,144.35567,-38.095079999999996,Intersection,GEELONG,SOUTH WESTERN REGION,2443479.155,2378279.1859999998,3.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
8559,3410303.0,T20140005087,ABS to receive accident,Finished,22/10/2013,04.05.00,Yes,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Yes,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,Yes,272299.0,144.31904,-38.19723,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2440347.076,2366918.239,3.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Country
8597,3410341.0,T20140004722,ABS to receive accident,Finished,7/3/2014,06.30.00,No,Collision with a fixed object,Friday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,80 km/hr,Yes,278675.0,144.34054,-38.062490000000004,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2442126.461,2381887.527,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,M,M,Freeway,Freeway,Divided,Div,Country
8671,3410415.0,T20140005531,ABS to receive accident,Finished,17/3/2014,18.00.00,Yes,Collision with vehicle,Monday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Dusk/Dawn,No,Not at intersection,Other injury accident,50 km/hr,No,270625.0,144.35527,-38.11316,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2443457.6969999997,2376271.9669999997,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Country
8718,3410462.0,T20140005173,ABS to receive accident,Finished,12/3/2014,21.10.00,Yes,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Dark Street lights on,Yes,T intersection,Serious injury accident,70 km/hr,No,239030.0,144.34201000000002,-38.19699,Intersection,GEELONG,SOUTH WESTERN REGION,2442359.127,2366958.673,3.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
8726,3410470.0,T20140005565,ABS to receive accident,Finished,18/3/2014,08.30.00,No,Collision with a fixed object,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,271444.0,144.3693,-38.22166,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2444767.8230000003,2364236.544,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undiv,Country
8761,3410505.0,T20140005177,ABS to receive accident,Finished,13/3/2014,02.40.00,Yes,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,60 km/hr,Yes,29801.0,144.33615,-38.14165,Intersection,GEELONG,SOUTH WESTERN REGION,2441802.787,2373097.691,4.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
8787,3410531.0,T20140005991,ABS to receive accident,Finished,23/3/2014,13.30.00,No,Collision with a fixed object,Sunday,STRUCK RAILWAY CROSSING FURNITURE,No,Day,Yes,Multiple intersection,Other injury accident,50 km/hr,No,270389.0,144.36512,-38.10069,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2444311.9280000003,2377661.9669999997,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Divided,Div,Country
8821,3410565.0,T20140005224,ABS to receive accident,Finished,13/3/2014,08.35.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,50109.0,144.31904,-38.17093,Intersection,GEELONG,SOUTH WESTERN REGION,2440325.615,2369836.9359999998,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Country
8892,3410636.0,T20140006045,ABS to receive accident,Finished,24/3/2014,11.10.00,No,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,50028.0,144.33305,-38.158229999999996,Intersection,GEELONG,SOUTH WESTERN REGION,2441543.54,2371255.915,3.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,LARGE_PROVINCIAL_CITIES,LARGE_PROVINCIAL_CITIES,GEELONG,SOUTH WESTERN REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Country
8898,3410642.0,T20140006054,ABS to receive accident,Finished,24/3/2014,12.10.00,No,Collision with vehicle,Monday,U TURN,No,Day,Yes,Cross intersection,Other injury accident,80 km/hr,No,53504.0,144.33774,-38.219590000000004,Intersection,GEELONG,SOUTH WESTERN REGION,2442002.164,2364447.6040000003,3.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,GEELONG,SOUTH WESTERN REGION,B,B,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country
